ID,Nombre,Tema,Area,Nota,Unidad,Caracteristica,Definicion,Comentarios,Actualizacion
3435,"Hijos nacidos vivos (0-1-2-3 y más, Con HNV, pero Ignorado en número de HNV-Total mujeres) según estado conyugal por grupos de edad 10-14 a 30 y más (cifra absoluta)(maternidad ignorada imputada a cero hijos)",Maternidad,América Latina,(Traducción en curso ...),Cifra absoluta,(Traducción en curso ...),"Madres: se declara uno o más hijos/as nacidos vivos en la pregunta del censo  sobre si han tenido hijos/as nacidos vivos.

No Madres: se declara cero hijo en la pregunta del censo sobre si han tenido hijos/as nacidos vivos.

Las respuestas en el censo clasificadas como ignorados  se imputaron a las que respondieron como  No madres.

En la definición de las categorías de la variable situación conyugal se utilizaron directamente las existentes en la única pregunta incluida en los formularios de los censos, y se recodificaron mediante agrupación, quedando solteras (o nunca unidas en algunos países) en la misma categoría, casadas como la recodificación de casadas legalmente o por la Iglesia (en los países que hacen la distinción), unidas como la recodificación de unidas consensualmente, convivientes y concubinato, y separadas como la recodificación de divorciadas, separadas y viudas (y otras categorías dependientes de los países como anuladas, ""desquitadas"" en Brasil, etc.).  En los casos de los países con más de una pregunta sobre el tema (Brasil, Uruguay, Argentina) se combinaron las preguntas para producir categorías más precisas que si logran captar a las nunca unidas (solteras). Para más detalles sobre las categorías incluidas en los formularios de los censos ver: 

http://unstats.un.org/unsd/demographic/sources/census/censusquest.htm

","Los grupos de edad son los quinquenales clásicos del análisis demográfico de la maternidad. En esa línea el grupo abierto final corresponde a 50 y más porque se estima que pasada esa edad las probabilidades de tener hijos son cercanas a cero. A estos grupos quinquenales de edad se les añaden grupos especiales para describir mejor la maternidad en la adolescencia. Se distingue entre la adolescencia temprana (15-17) y tardía (18-19 años). Y se incluye el grupo 19-20, cuyo valor puede interpretarse como la probabilidad de haber sido madre antes de cumplir la edad 20 exacta. El grupo 10-14 representa un aporte especial de esta base de datos, porque históricamente las estadísticas lo han invisibilizado y porque la maternidad a esas edades reviste particular riesgo de salud y social. Con todo en varios países este grupo no se pudo incluir porque la pregunta sobre hijos nacidos vivos se hace a mujeres de 15 años y más. Se advierte que en los países en que se incluye el grupo 10-14 en la base de datos, la edad efectiva considerada en los cálculos puede ser otra, porque dependerá de la edad mínima usada para hacer al consulta. La edad mínima a la cual se hizo esta pregunta aparace en las notas al pie del primer cuadro con datos por grupos de edad",Jun 27 2019 11:23AM
3436,Maternidad según estado conyugal por grupos de años de estudios y edad simple 04-03-2019,Maternidad,América Latina,(Traducción en curso ...),(Traducción en curso ...),(Traducción en curso ...),(Traducción en curso ...),(Traducción en curso ...),Jun 27 2019 11:23AM
3437,Distribución relativa de Madres y No madres por relación con el jefe de hogar y rangos de edad (Ignorados imputados a No madres). 04-03-2019,Maternidad,América Latina,(Traducción en curso ...),Porcentaje,(Traducción en curso ...),"Madres: se declara uno o más hijos/as nacidos vivos en la pregunta del censo  sobre si han tenido hijos/as nacidos vivos
No Madres: se declara cero hijo en la pregunta del censo sobre si han tenido hijos/as nacidos vivos
Las respuestas en el censo clasificadas como ignorados  se imputaron a las que respondieron como  No madres.

","Los grupos de edad son los quinquenales clásicos del análisis demográfico de la maternidad. En esa línea el grupo abierto final corresponde a 50 y más porque se estima que pasada esa edad las probabilidades de tener hijos son cercanas a cero. A estos grupos quinquenales de edad se les añaden grupos especiales para describir mejor la maternidad en la adolescencia. Se distingue entre la adolescencia temprana (15-17) y tardía (18-19 años). Y se incluye el grupo 19-20, cuyo valor puede interpretarse como la probabilidad de haber sido madre antes de cumplir la edad 20 exacta. El grupo 10-14 representa un aporte especial de esta base de datos, porque históricamente las estadísticas lo han invisibilizado y porque la maternidad a esas edades reviste particular riesgo de salud y social. Con todo en varios países este grupo no se pudo incluir porque la pregunta sobre hijos nacidos vivos se hace a mujeres de 15 años y más. Se advierte que en los países en que se incluye el grupo 10-14 en la base de datos, la edad efectiva considerada en los cálculos puede ser otra, porque dependerá de la edad mínima usada para hacer al consulta. La edad mínima a la cual se hizo esta pregunta aparace en las notas al pie del primer cuadro con datos por grupos de edad.",Jun 27 2019 11:23AM
3438,Madres: Distribución relativa según número de hijos (1-2-3 y más-con HNV pero ignorado en número de hijos) por relación con el jefe de hogar  y grupos de edades 10-14 a a 30 y más  (maternidad ignorada imputada a cero hijos),Maternidad,América Latina,(Traducción en curso ...),Porcentaje,(Traducción en curso ...),"Madres: se declara uno o más hijos/as nacidos vivos en la pregunta del censo  sobre si han tenido hijos/as nacidos vivos.


","Los grupos de edad son los quinquenales clásicos del análisis demográfico de la maternidad. En esa línea el grupo abierto final corresponde a 50 y más porque se estima que pasada esa edad las probabilidades de tener hijos son cercanas a cero. A estos grupos quinquenales de edad se les añaden grupos especiales para describir mejor la maternidad en la adolescencia. Se distingue entre la adolescencia temprana (15-17) y tardía (18-19 años). Y se incluye el grupo 19-20, cuyo valor puede interpretarse como la probabilidad de haber sido madre antes de cumplir la edad 20 exacta. El grupo 10-14 representa un aporte especial de esta base de datos, porque históricamente las estadísticas lo han invisibilizado y porque la maternidad a esas edades reviste particular riesgo de salud y social. Con todo en varios países este grupo no se pudo incluir porque la pregunta sobre hijos nacidos vivos se hace a mujeres de 15 años y más. Se advierte que en los países en que se incluye el grupo 10-14 en la base de datos, la edad efectiva considerada en los cálculos puede ser otra, porque dependerá de la edad mínima usada para hacer al consulta. La edad mínima a la cual se hizo esta pregunta aparace en las notas al pie del primer cuadro con datos por grupos de edad.",Jun 27 2019 11:23AM
3439,Madres: Distribución relativa según número de hijos (1-2-3 y más-con HNV pero ignorado en número de hijos) por estado conyugal  y grupos de edades 10-14 a a 30 y más  (maternidad ignorada imputada a cero hijos),Maternidad,América Latina,(Traducción en curso ...),Porcentaje,(Traducción en curso ...),"Madres: se declara uno o más hijos/as nacidos vivos en la pregunta del censo  sobre si han tenido hijos/as nacidos vivos.

En la definición de las categorías de la variable situación conyugal se utilizaron directamente las existentes en la única pregunta incluida en los formularios de los censos, y se recodificaron mediante agrupación, quedando solteras (o nunca unidas en algunos países) en la misma categoría, casadas como la recodificación de casadas legalmente o por la Iglesia (en los países que hacen la distinción), unidas como la recodificación de unidas consensualmente, convivientes y concubinato, y separadas como la recodificación de divorciadas, separadas y viudas (y otras categorías dependientes de los países como anuladas, ""desquitadas"" en Brasil, etc.).  En los casos de los países con más de una pregunta sobre el tema (Brasil, Uruguay, Argentina) se combinaron las preguntas para producir categorías más precisas que si logran captar a las nunca unidas (solteras). Para más detalles sobre las categorías incluidas en los formularios de los censos ver: 

http://unstats.un.org/unsd/demographic/sources/census/censusquest.htm

","Los grupos de edad son los quinquenales clásicos del análisis demográfico de la maternidad. En esa línea el grupo abierto final corresponde a 50 y más porque se estima que pasada esa edad las probabilidades de tener hijos son cercanas a cero. A estos grupos quinquenales de edad se les añaden grupos especiales para describir mejor la maternidad en la adolescencia. Se distingue entre la adolescencia temprana (15-17) y tardía (18-19 años). Y se incluye el grupo 19-20, cuyo valor puede interpretarse como la probabilidad de haber sido madre antes de cumplir la edad 20 exacta. El grupo 10-14 representa un aporte especial de esta base de datos, porque históricamente las estadísticas lo han invisibilizado y porque la maternidad a esas edades reviste particular riesgo de salud y social. Con todo en varios países este grupo no se pudo incluir porque la pregunta sobre hijos nacidos vivos se hace a mujeres de 15 años y más. Se advierte que en los países en que se incluye el grupo 10-14 en la base de datos, la edad efectiva considerada en los cálculos puede ser otra, porque dependerá de la edad mínima usada para hacer al consulta. La edad mínima a la cual se hizo esta pregunta aparace en las notas al pie del primer cuadro con datos por grupos de edad.",Jun 27 2019 11:23AM
3440,"Hijos nacidos vivos (0-1-2-3 y más, Con HNV, pero Ignorado en número de HNV-Total mujeres) según relación con el jefe de hogar por grupos de edad 10-14 a 30 ymás (cifra absoluta) (maternidad ignorada imputada a cero hijos)",Maternidad,América Latina,(Traducción en curso ...),"Cifra absoluta:  NOTA IMPORTANTE: DEBIDO A LIMITACIONES DE DESPLIEGUE, SE HA SELECCIONADO POR DEFECTO SOLO LA DÉCADA 2010.",(Traducción en curso ...),"Madres: se declara uno o más hijos/as nacidos vivos en la pregunta del censo  sobre si han tenido hijos/as nacidos vivos.

No Madres: se declara cero hijo en la pregunta del censo sobre si han tenido hijos/as nacidos vivos.

Las respuestas en el censo clasificadas como ignorados  se imputaron a las que respondieron como  No madres.
","Los grupos de edad son los quinquenales clásicos del análisis demográfico de la maternidad. En esa línea el grupo abierto final corresponde a 50 y más porque se estima que pasada esa edad las probabilidades de tener hijos son cercanas a cero. A estos grupos quinquenales de edad se les añaden grupos especiales para describir mejor la maternidad en la adolescencia. Se distingue entre la adolescencia temprana (15-17) y tardía (18-19 años). Y se incluye el grupo 19-20, cuyo valor puede interpretarse como la probabilidad de haber sido madre antes de cumplir la edad 20 exacta. El grupo 10-14 representa un aporte especial de esta base de datos, porque históricamente las estadísticas lo han invisibilizado y porque la maternidad a esas edades reviste particular riesgo de salud y social. Con todo en varios países este grupo no se pudo incluir porque la pregunta sobre hijos nacidos vivos se hace a mujeres de 15 años y más. Se advierte que en los países en que se incluye el grupo 10-14 en la base de datos, la edad efectiva considerada en los cálculos puede ser otra, porque dependerá de la edad mínima usada para hacer al consulta. La edad mínima a la cual se hizo esta pregunta aparace en las notas al pie del primer cuadro con datos por grupos de edad.",Jun 27 2019 11:23AM
3441,Madres: Distribución relativa según número de hijos (1-2-3 y más-con HNV pero ignorado en número de hijos) por grupos de años de estudio y edad simple 10 a 30 y más (maternidad ignorada imputada a cero hijos),Maternidad,América Latina,(Traducción en curso ...),Porcentaje,(Traducción en curso ...),"Madres: se declara uno o más hijos/as nacidos vivos en la pregunta del censo  sobre si han tenido hijos/as nacidos vivos.
",(Traducción en curso ...),Jun 27 2019 11:23AM
3442,Maternidad: Total de hijos(as) nacidos(as) vivos(as) hasta 20 por Edad simple (incluyendo ignorados) 04-03-2019,Maternidad,América Latina,(Traducción en curso ...),Valores absolutos,(Traducción en curso ...),(Traducción en curso ...),(Traducción en curso ...),Jun 27 2019 11:23AM
3466,"Indices de producción industrial, Base 2010",Estadísticas e Indicadores Económicos,Estadísticas Sectoriales: Minería y manufactura,(Traducción en curso ...),Año base: 2010=100,(Traducción en curso ...),(Traducción en curso ...),(Traducción en curso ...),May  2 2019  6:18PM
3468,Test Propuesta Jorge,Maternidad,América Latina,(Traducción en curso ...),Absoluto,(Traducción en curso ...),(Traducción en curso ...),(Traducción en curso ...),Jun 27 2019 11:23AM
3469,"Jóvenes de 15 a 24 años de edad que no estudian ni están ocupados, según sexo, grupos de edad y motivo",Estadísticas e Indicadores Sociales,Educación,ODS. - Objetivo 8 / Meta 8.6 / Indicador 8.6.1 (Indicador adicional),Porcentajes,Cálculo proveniente de encuestas de hogares.,"Jóvenes de 15 a 24 años de edad que no estudian ni trabajan ni realizan labores del hogar (o no integran la PEA), según sexo  y grupos de edad","<br>Se ofrece un conjunto homogéneo y comparable de información elaborada sobre la base de las encuestas de hogares de 18 países de la región. Se hace un cálculo propio para el agregado regional.<br>
<br>Si por distintas razones, derivadas principalmente de los diferentes diseños muestrales utilizados en un país, los resultados no son estrictamente comparables para algunos años, se opta por excluir la información de esos años.<br>",Mar 11 2020  1:52PM
3472,Temperatura anual,"Bases de Datos SIAGRO-GIPP, estadisticas de la Actividad Agropecuaria, Desarrollo Rural y Seguridad Alimentaria y Nutricional",Temperatura,(Traducción en curso ...),Grados Celsius,(Traducción en curso ...),"Temperatura máxima, media y mínima por año.",(Traducción en curso ...),Aug  8 2019  4:27PM
3473,Temperatura mensual,"Bases de Datos SIAGRO-GIPP, estadisticas de la Actividad Agropecuaria, Desarrollo Rural y Seguridad Alimentaria y Nutricional",Temperatura,(Traducción en curso ...),Grados Celsius,(Traducción en curso ...),"Temperatura máxima, media y mínima por mes.",(Traducción en curso ...),Aug  8 2019  9:13PM
3474,Precipitación anual,"Bases de Datos SIAGRO-GIPP, estadisticas de la Actividad Agropecuaria, Desarrollo Rural y Seguridad Alimentaria y Nutricional",Precipitación,(Traducción en curso ...),Milímetros anuales acumulados,(Traducción en curso ...),Precipitación total anual.,(Traducción en curso ...),Aug  9 2019 10:42AM
3475,Precipitación mensual,"Bases de Datos SIAGRO-GIPP, estadisticas de la Actividad Agropecuaria, Desarrollo Rural y Seguridad Alimentaria y Nutricional",Precipitación,(Traducción en curso ...),Milímetros anuales acumulados,(Traducción en curso ...),Precipitación total mensual.,(Traducción en curso ...),Aug  9 2019  2:58PM
3477,Proporción de la población que utiliza servicios de suministro de agua potable gestionados sin riesgos,Estadísticas e Indicadores Sociales,Vivienda,ODS.- Objetivo 6 / Meta 6.1 / Indicador 6.1.1 (nueva serie),Porcentaje,Estimaciones del JMP,"La proporción de la población que utiliza servicios de agua potable gestionados de forma segura se mide actualmente por la proporción de la población que utiliza una fuente de agua potable básica mejorada que se encuentra en las instalaciones, disponible cuando sea necesario y libre de contaminación fecal (y química prioritaria). Las fuentes de agua potable ""mejoradas"" incluyen: agua entubada en la vivienda, patio o parcela; grifos o tuberías públicas; perforaciones o pozos entubados; pozos cavados protegidos; muelles protegidos; agua envasada; entrega de agua y agua de lluvia.","<p>La resolución de la Asamblea Mundial de la Salud requiere que la OMS consulte todas las estadísticas de la OMS y solicite comentarios de los países sobre datos sobre países y territorios. Antes de publicar, todas las estimaciones de JMP se someten a rigurosas consultas a los países facilitadas por las oficinas de la OMS y UNICEF en los países. A menudo, estas consultas dan lugar a visitas en el país y reuniones sobre datos sobre agua potable, servicios de saneamiento e higiene y los sistemas de monitoreo que recopilan estos datos. JMP se ha comprometido con más de cincuenta países durante los últimos 10 años para explicar las estimaciones de JMP y las razones de las discrepancias, si las hubiera.</p>

<p>En el informe JMP 2017, las estimaciones para los servicios básicos de agua potable estaban disponibles para casi todos los países y las estimaciones para los servicios de agua potable administrados de manera segura se hicieron para 96 &#8203;&#8203;países a nivel nacional. Se disponía de datos suficientes para estimar los servicios de agua potable gestionados de manera segura a nivel regional para las siguientes cuatro regiones de ODS: África subsahariana, Asia central y Asia meridional, América Latina y el Caribe, América del Norte y Europa.</p>",Jul 29 2020 12:00AM
3478,Proporción de la población que utiliza servicios de saneamiento gestionados sin riesgos,Estadísticas e Indicadores Sociales,Vivienda,ODS.- Objetivo 6 / Meta 6.2 / Indicador 6.2.1 ,Porcentaje,(Traducción en curso ...),"La proporción de la población que utiliza servicios de saneamiento gestionados de forma segura, incluido un servicio de lavado de manos con agua y jabón, se mide actualmente por la proporción de la población que utiliza un servicio de saneamiento básico que no se comparte con otros hogares y donde los excrementos se eliminan de forma segura in situ. o tratado fuera del sitio. Las instalaciones de saneamiento ""mejoradas"" incluyen: descargar o verter inodoros en los sistemas de alcantarillado, tanques sépticos o letrinas de pozo, letrinas de pozo mejoradas ventiladas, letrinas de pozo con losa y baños de compostaje.","<p>El acceso al agua y al saneamiento se consideran indicadores socioeconómicos y de salud básicos, y determinantes clave de la supervivencia infantil, la salud materna y de los niños, el bienestar familiar y la productividad económica. Las instalaciones de agua potable y saneamiento también se utilizan en la construcción de quintiles de riqueza utilizados por muchas encuestas integradas de hogares para analizar las desigualdades entre ricos y pobres. El acceso al saneamiento es, por lo tanto, un indicador central para la mayoría de las encuestas de hogares. Actualmente, la base de datos JMP contiene más de 1,700 encuestas y censos. En los países de altos ingresos donde las encuestas de hogares o los censos no siempre recopilan información sobre el acceso básico, los datos se obtienen de los registros administrativos.</p>

<p>Se recopilarán estimaciones de la gestión de excretas de los países y se utilizarán para ajustar los datos sobre el uso de las instalaciones de saneamiento básico según sea necesario. Los datos administrativos, de población y ambientales también se pueden combinar para estimar la eliminación segura o el transporte de excretas, cuando no se dispone de datos del país. Los datos sobre la eliminación o el tratamiento de las excretas son limitados, pero las estimaciones para el manejo seguro de los desechos fecales pueden calcularse en función de los flujos de desechos fecales asociados con el uso de diferentes tipos de instalaciones de saneamiento básico.</p>

<p>Los datos de población utilizados por JMP, incluida la proporción de la población que vive en zonas urbanas y rurales, son los establecidos por la División de Población de las Naciones Unidas.</p>

<p>La resolución de la Asamblea Mundial de la Salud requiere que la OMS consulte todas las estadísticas de la OMS y solicite comentarios de los países sobre datos sobre países y territorios. Antes de publicar, todas las estimaciones de JMP se someten a rigurosas consultas a los países facilitadas por las oficinas de la OMS y UNICEF en los países. A menudo, estas consultas dan lugar a visitas en el país y reuniones sobre datos sobre agua potable, servicios de saneamiento e higiene y los sistemas de monitoreo que recopilan estos datos. El JMP se ha comprometido con más de cincuenta países durante los últimos 10 años para explicar las estimaciones del JMP y las razones de las discrepancias, si las hubiera.</p>
",Jul 29 2020 12:00AM
3482,Porcentaje de hogares con suscripciones a banda ancha fija.,Tecnologías de Información y Comunicación,Acceso a TIC en hogares,(Traducción en curso ...),porcentaje,(Traducción en curso ...),"Las suscripciones a banda ancha fija se refieren a suscripciones Internet a velocidades de bajada iguales o superiores a 256 kbit/s.
Incluye módem por cable, DSL, fibra óptica, otros abonos de banda ancha fija (alámbrica), banda ancha por satélite y banda ancha inalámbrica fija terrestre. 

La estadística indica la cantidad de hogares con suscripciones a banda ancha fija por cada 100 hogares.",(Traducción en curso ...),Sep  4 2019  5:39PM
3483,Porcentaje de la población con suscripción a banda ancha móvil,Tecnologías de Información y Comunicación,Acceso a TIC en hogares,(Traducción en curso ...),(Traducción en curso ...),(Traducción en curso ...),"Las suscripciones a banda ancha móvil se refieren a las suscripciones a telefonía móvil que ofrecen acceso a datos a una velocidad de 256 kbit/s o superior

más las suscripciones a servicios de datos dedicados (a través de una red móvil) que se adquieren por separado de los servicios vocales.

La estadística indica la cantidad de personas con suscripciones activas a banda ancha móvil por cada 100 personas de la población de cada país.
",(Traducción en curso ...),Feb  7 2020  1:39PM
3484,indicador de prueba 001,Anuario Estadistico,Testing,(Traducción en curso ...),(Traducción en curso ...),(Traducción en curso ...),indicador de prueba 001 ,(Traducción en curso ...),Sep  6 2019 10:50AM
3676,Proporción de países que han registrado al menos el 90% de los nacimientos (en porcentajes) SG_REG_BRTH90,"Objetivos de Desarrollo Sostenible
",INDICADOR 17.19.2 Proporción de países que a) han realizado al menos un censo de población y vivienda en los últimos diez años; y b) han registrado el 100% de los nacimientos y el 80% de las defunciones,(Traducción en curso ...),En porcentajes,(Traducción en curso ...),(Traducción en curso ...),(Traducción en curso ...),Sep  3 2020  7:37AM
3677,Proporción de países que han registrado al menos el 75% de las defunciones (en porcentajes) SG_REG_DETH75,"Objetivos de Desarrollo Sostenible
",INDICADOR 17.19.2 Proporción de países que a) han realizado al menos un censo de población y vivienda en los últimos diez años; y b) han registrado el 100% de los nacimientos y el 80% de las defunciones,(Traducción en curso ...),En porcentajes,(Traducción en curso ...),(Traducción en curso ...),(Traducción en curso ...),Sep  3 2020  7:37AM
3678,Proporción de países que han realizado al menos un censo de población y vivienda en los últimos diez años (en porcentajes) SG_REG_CENSUS,"Objetivos de Desarrollo Sostenible
",INDICADOR 17.19.2 Proporción de países que a) han realizado al menos un censo de población y vivienda en los últimos diez años; y b) han registrado el 100% de los nacimientos y el 80% de las defunciones,(Traducción en curso ...),En porcentajes,(Traducción en curso ...),(Traducción en curso ...),(Traducción en curso ...),Sep  3 2020  7:37AM
3679,Países que han realizado al menos un censo de población y vivienda en los últimos diez años (1 = SÍ; 0 = NO) SG_REG_CENSUSN,"Objetivos de Desarrollo Sostenible
",INDICADOR 17.19.2 Proporción de países que a) han realizado al menos un censo de población y vivienda en los últimos diez años; y b) han registrado el 100% de los nacimientos y el 80% de las defunciones,(Traducción en curso ...),En cantidades,(Traducción en curso ...),(Traducción en curso ...),(Traducción en curso ...),Sep  3 2020  7:38AM
3680,Países que han registrado al menos el 90% de los nacimientos (1 = SÍ; 0 = NO) SG_REG_BRTH90N,"Objetivos de Desarrollo Sostenible
",INDICADOR 17.19.2 Proporción de países que a) han realizado al menos un censo de población y vivienda en los últimos diez años; y b) han registrado el 100% de los nacimientos y el 80% de las defunciones,(Traducción en curso ...),En cantidades,(Traducción en curso ...),(Traducción en curso ...),(Traducción en curso ...),Sep  3 2020  7:38AM
3681,Países que han registrado al menos el 75% de las defunciones (1 = SÍ; 0 = NO) SG_REG_DETH75N,"Objetivos de Desarrollo Sostenible
",INDICADOR 17.19.2 Proporción de países que a) han realizado al menos un censo de población y vivienda en los últimos diez años; y b) han registrado el 100% de los nacimientos y el 80% de las defunciones,(Traducción en curso ...),En cantidades,(Traducción en curso ...),(Traducción en curso ...),(Traducción en curso ...),Sep  3 2020  7:38AM
3682,Proporción de la población que vive por debajo del umbral internacional de pobreza (en porcentajes) SI_POV_DAY1,"Objetivos de Desarrollo Sostenible
","INDICADOR 1.1.1 Proporción de la población que vive por debajo del umbral internacional de pobreza, desglosada por sexo, edad, situación laboral y ubicación geográfica (urbana o rural)",(Traducción en curso ...),En porcentajes,(Traducción en curso ...),"El indicador Proporción de población por debajo de la línea de pobreza internacional se define como el porcentaje de la población que vive con menos de $1.90 al día a precios internacionales de 2011.<br/>La ""línea de pobreza internacional"" se fija actualmente en 1,90 dólares al día a precios internacionales de 2011.",(Traducción en curso ...),Sep  2 2020 10:58AM
3683,"Población empleada que vive por debajo del umbral internacional de pobreza, desglosada por sexo y edad (en porcentajes) SI_POV_EMP1","Objetivos de Desarrollo Sostenible
","INDICADOR 1.1.1 Proporción de la población que vive por debajo del umbral internacional de pobreza, desglosada por sexo, edad, situación laboral y ubicación geográfica (urbana o rural)",(Traducción en curso ...),En porcentajes,(Traducción en curso ...),"La proporción de la población empleada por debajo de la línea de pobreza internacional de 1,90 dólares EE.UU. por día, también conocida como la tasa de pobreza laboral, se define como la proporción de personas empleadas que viven en hogares con consumo o ingreso per cápita que está por debajo de la línea de pobreza internacional de 1,90 dólares EE.UU.",(Traducción en curso ...),Sep  2 2020 11:00AM
3684,Proporción de la población que vive por debajo del umbral nacional de pobreza (en porcentajes) SI_POV_NAHC,"Objetivos de Desarrollo Sostenible
","INDICADOR 1.2.1 Proporción de la población que vive por debajo del umbral nacional de pobreza, desglosada por sexo y edad",(Traducción en curso ...),En porcentajes,(Traducción en curso ...),"La tasa de pobreza nacional es el porcentaje de la población total que vive por debajo del umbral nacional de pobreza. La tasa de pobreza rural es el porcentaje de la población rural que vive por debajo del umbral nacional de pobreza (o en los casos en que se utiliza un umbral de pobreza rural separado, el umbral de pobreza rural). La tasa de pobreza urbana es el porcentaje de la población urbana que vive por debajo del umbral nacional de pobreza (o en los casos en que se utiliza una línea de pobreza urbana separada, el umbral de pobreza urbana).",(Traducción en curso ...),Aug 31 2020 12:49PM
3685,"[OIT] Proporción de la población con discapacidades severas que percibe prestaciones por discapacidad, desglosada por sexo (en porcentajes) SI_COV_DISAB","Objetivos de Desarrollo Sostenible
","INDICADOR 1.3.1 Proporción de la población cubierta por sistemas o niveles mínimos de protección social, desglosada por sexo, distinguiendo entre los niños, los desempleados, los ancianos, las personas con discapacidad, las mujeres embarazadas, los recién nacidos, las víctimas de accidentes de trabajo, los pobres y los vulnerables",(Traducción en curso ...),En porcentajes,(Traducción en curso ...),"El indicador refleja la proporción de personas efectivamente cubiertas por un sistema de protección social, incluidos los pisos de protección social. También refleja los principales componentes de la protección social: prestaciones de niños y maternidad, apoyo a personas sin trabajo, personas con discapacidad, víctimas de lesiones laborales y personas mayores.<br />La cobertura efectiva de la protección social se mide por el número de personas que están contribuyendo activamente a un régimen de seguro social o reciben prestaciones (contributivas o no contributivas).",(Traducción en curso ...),Aug 31 2020  1:01PM
3686,[OIT] Proporción de madres con hijos recién nacidos que perciben prestaciones pecuniarias por maternidad (en porcentajes) SI_COV_MATNL,"Objetivos de Desarrollo Sostenible
","INDICADOR 1.3.1 Proporción de la población cubierta por sistemas o niveles mínimos de protección social, desglosada por sexo, distinguiendo entre los niños, los desempleados, los ancianos, las personas con discapacidad, las mujeres embarazadas, los recién nacidos, las víctimas de accidentes de trabajo, los pobres y los vulnerables",(Traducción en curso ...),En porcentajes,(Traducción en curso ...),"El indicador refleja la proporción de personas efectivamente cubiertas por un sistema de protección social, incluidos los pisos de protección social. También refleja los principales componentes de la protección social: prestaciones de niños y maternidad, apoyo a personas sin trabajo, personas con discapacidad, víctimas de lesiones laborales y personas mayores.<br />La cobertura efectiva de la protección social se mide por el número de personas que están contribuyendo activamente a un régimen de seguro social o reciben prestaciones (contributivas o no contributivas).",(Traducción en curso ...),Aug 31 2020  1:00PM
3687,"[OIT] Proporción de la población por encima de la edad legal de jubilación que percibe una pensión, desglosada por sexo (en porcentajes) SI_COV_PENSN","Objetivos de Desarrollo Sostenible
","INDICADOR 1.3.1 Proporción de la población cubierta por sistemas o niveles mínimos de protección social, desglosada por sexo, distinguiendo entre los niños, los desempleados, los ancianos, las personas con discapacidad, las mujeres embarazadas, los recién nacidos, las víctimas de accidentes de trabajo, los pobres y los vulnerables",(Traducción en curso ...),En porcentajes,(Traducción en curso ...),"El indicador refleja la proporción de personas efectivamente cubiertas por un sistema de protección social, incluidos los pisos de protección social. También refleja los principales componentes de la protección social: prestaciones de niños y maternidad, apoyo a personas sin trabajo, personas con discapacidad, víctimas de lesiones laborales y personas mayores.<br />La cobertura efectiva de la protección social se mide por el número de personas que están contribuyendo activamente a un régimen de seguro social o reciben prestaciones (contributivas o no contributivas).",(Traducción en curso ...),Aug 31 2020  1:01PM
3688,"[OIT] Proporción de personas desempleadas que perciben prestaciones pecuniarias  por desempleo, desglosada por sexo (en porcentajes) SI_COV_UEMP","Objetivos de Desarrollo Sostenible
","INDICADOR 1.3.1 Proporción de la población cubierta por sistemas o niveles mínimos de protección social, desglosada por sexo, distinguiendo entre los niños, los desempleados, los ancianos, las personas con discapacidad, las mujeres embarazadas, los recién nacidos, las víctimas de accidentes de trabajo, los pobres y los vulnerables",(Traducción en curso ...),En porcentajes,(Traducción en curso ...),"El indicador refleja la proporción de personas efectivamente cubiertas por un sistema de protección social, incluidos los pisos de protección social. También refleja los principales componentes de la protección social: prestaciones de niños y maternidad, apoyo a personas sin trabajo, personas con discapacidad, víctimas de lesiones laborales y personas mayores.<br />La cobertura efectiva de la protección social se mide por el número de personas que están contribuyendo activamente a un régimen de seguro social o reciben prestaciones (contributivas o no contributivas).",(Traducción en curso ...),Aug 31 2020  1:01PM
3689,[Banco Mundial] Proporción de la población cubierta por programas de asistencia social (en porcentajes) SI_COV_SOCAST,"Objetivos de Desarrollo Sostenible
","INDICADOR 1.3.1 Proporción de la población cubierta por sistemas o niveles mínimos de protección social, desglosada por sexo, distinguiendo entre los niños, los desempleados, los ancianos, las personas con discapacidad, las mujeres embarazadas, los recién nacidos, las víctimas de accidentes de trabajo, los pobres y los vulnerables",(Traducción en curso ...),En porcentajes,(Traducción en curso ...),"La cobertura de los programas de protección social y trabajo (SPL) es el porcentaje de la población que participa en el seguro social, la red de seguridad social y las prestaciones de desempleo y los programas activos del mercado laboral. Las estimaciones incluyen tanto a los beneficiarios directos como a los indirectos.",(Traducción en curso ...),Aug 31 2020  1:00PM
3691,[Banco Mundial] Proporción de la población cubierta por programas de seguro social (en porcentajes) SI_COV_ SOCINS,"Objetivos de Desarrollo Sostenible
","INDICADOR 1.3.1 Proporción de la población cubierta por sistemas o niveles mínimos de protección social, desglosada por sexo, distinguiendo entre los niños, los desempleados, los ancianos, las personas con discapacidad, las mujeres embarazadas, los recién nacidos, las víctimas de accidentes de trabajo, los pobres y los vulnerables",(Traducción en curso ...),En porcentajes,(Traducción en curso ...),"La cobertura de los programas de protección social y trabajo (SPL) es el porcentaje de la población que participa en el seguro social, la red de seguridad social y las prestaciones de desempleo y los programas activos del mercado laboral. Las estimaciones incluyen tanto a los beneficiarios directos como a los indirectos.",(Traducción en curso ...),Aug 31 2020  1:01PM
